,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
2636,Stygiolobus~rod-shaped~virus,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2637,Sulfitobacter~phage~NYA-2014a,Unassigned,Unassigned,Unassigned,668_0,Clustered,3,VC_668_0,3,0.9885,0.92554266,0.9149,1,1,1,1.0
2638,Sulfitobacter~phage~pCB2047-A,Unassigned,Unassigned,Unassigned,668_0,Clustered,3,VC_668_0,3,0.9885,0.92554266,0.9149,1,1,1,1.0
2639,Sulfitobacter~phage~pCB2047-C,Unassigned,Unassigned,Unassigned,668_0,Clustered,3,VC_668_0,3,0.9885,0.92554266,0.9149,1,1,1,1.0
2640,Sulfolobales~Virus~YNP2,Unassigned,Unassigned,Unassigned,32_0,Clustered,2,VC_32_0,2,0.6577,0.9262493,0.6092,1,1,1,1.0
2641,Sulfolobales~virus~YNP1,Unassigned,Unassigned,Unassigned,32_0,Clustered,2,VC_32_0,2,0.6577,0.9262493,0.6092,1,1,1,1.0
2642,Sulfolobus~islandicus~filamentous~virus,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus,29_0,Clustered,6,VC_29_0,6,0.9565,0.9999389,0.9564,1,1,1,1.0
2643,Sulfolobus~islandicus~rod-shaped~virus~1,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2644,Sulfolobus~islandicus~rod-shaped~virus~10,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2645,Sulfolobus~islandicus~rod-shaped~virus~11,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2646,Sulfolobus~islandicus~rod-shaped~virus~2,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2647,Sulfolobus~islandicus~rod-shaped~virus~4,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2648,Sulfolobus~islandicus~rod-shaped~virus~5,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2649,Sulfolobus~islandicus~rod-shaped~virus~6,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2650,Sulfolobus~islandicus~rod-shaped~virus~7,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2651,Sulfolobus~islandicus~rod-shaped~virus~8,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2652,Sulfolobus~islandicus~rod-shaped~virus~9,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2653,Sulfolobus~islandicus~rudivirus~3,Ligamenvirales,Rudiviridae,Rudivirus,28_0,Clustered,12,VC_28_0,12,0.8306,1.0,0.8306,1,1,1,1.0
2654,Sulfolobus~monocaudavirus~SMV1,Unassigned,Unassigned,Unassigned,30_0,Clustered,4,VC_30_0,4,0.736,0.99976889,0.7359,1,1,1,1.0
2655,Sulfolobus~monocaudavirus~SMV2,Unassigned,Unassigned,Unassigned,30_0,Clustered,4,VC_30_0,4,0.736,0.99976889,0.7359,1,1,1,1.0
2656,Sulfolobus~monocaudavirus~SMV3,Unassigned,Unassigned,Unassigned,30_0,Clustered,4,VC_30_0,4,0.736,0.99976889,0.7359,1,1,1,1.0
2657,Sulfolobus~monocaudavirus~SMV4,Unassigned,Unassigned,Unassigned,30_0,Clustered,4,VC_30_0,4,0.736,0.99976889,0.7359,1,1,1,1.0
2658,Sulfolobus~spindle-shaped~virus~1,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2659,Sulfolobus~spindle-shaped~virus~2,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2660,Sulfolobus~spindle-shaped~virus~4,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2661,Sulfolobus~spindle-shaped~virus~5,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2662,Sulfolobus~spindle-shaped~virus~6,Unassigned,Fuselloviridae,Betafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2663,Sulfolobus~spindle-shaped~virus~7,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2664,Sulfolobus~turreted~icosahedral~virus~1,Unassigned,Turriviridae,Alphaturrivirus,755_0,Clustered,2,VC_755_0,2,1.0,1.0,1.0,1,1,1,1.0
2665,Sulfolobus~turreted~icosahedral~virus~2,Unassigned,Turriviridae,Alphaturrivirus,755_0,Clustered,2,VC_755_0,2,1.0,1.0,1.0,1,1,1,1.0
2666,Sulfolobus~virus~Kamchatka~1,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2667,Sulfolobus~virus~Ragged~Hills,Unassigned,Fuselloviridae,Alphafusellovirus,31_0,Clustered,9,VC_31_0,9,0.8976,0.99999966,0.8976,2,1,1,1.0
2668,Sulfolobus~virus~STSV1,Unassigned,Bicaudaviridae,Unassigned,33_0,Clustered,2,VC_33_0,2,0.737,0.72985431,0.5379,1,1,1,1.0
2669,Sulfolobus~virus~STSV2,Unassigned,Bicaudaviridae,Unassigned,33_0,Clustered,2,VC_33_0,2,0.737,0.72985431,0.5379,1,1,1,1.0
2670,Synechococcus~phage~ACG-2014b,Caudovirales,Myoviridae,Unassigned,64_8,Clustered,7,VC_64_8,7,0.0649,1.0,0.0649,1,1,1,0.7619
2671,Synechococcus~phage~ACG-2014c,Caudovirales,Myoviridae,Unassigned,64_8,Clustered,7,VC_64_8,7,0.0649,1.0,0.0649,1,1,1,0.7619
2672,Synechococcus~phage~ACG-2014e,Caudovirales,Myoviridae,Unassigned,64_25,Clustered,4,VC_64_25,4,0.0366,0.99998253,0.0366,1,1,1,1.0
2673,Synechococcus~phage~ACG-2014f,Caudovirales,Myoviridae,Unassigned,64_17,Clustered,2,VC_64_17,2,0.016,0.95757197,0.0153,1,1,1,1.0
2674,Synechococcus~phage~ACG-2014g,Caudovirales,Myoviridae,Unassigned,64_8,Clustered,7,VC_64_8,7,0.0649,1.0,0.0649,1,1,1,0.7619
2675,Synechococcus~phage~ACG-2014i,Caudovirales,Myoviridae,Unassigned,64_25,Clustered,4,VC_64_25,4,0.0366,0.99998253,0.0366,1,1,1,1.0
2676,Synechococcus~phage~ACG-2014j,Caudovirales,Myoviridae,Unassigned,64_25,Clustered,4,VC_64_25,4,0.0366,0.99998253,0.0366,1,1,1,1.0
2677,Synechococcus~phage~S-CAM1,Caudovirales,Myoviridae,Unassigned,64_27,Clustered,2,VC_64_27,2,0.0121,0.95682762,0.0116,1,1,1,1.0
2678,Synechococcus~phage~S-CAM22,Caudovirales,Myoviridae,Unassigned,64_7,Clustered,3,VC_64_7,3,0.0209,0.9969831,0.0208,1,1,1,0.6667
2679,Synechococcus~phage~S-CAM3,Caudovirales,Myoviridae,Unassigned,64_27,Clustered,2,VC_64_27,2,0.0121,0.95682762,0.0116,1,1,1,1.0
2680,Synechococcus~phage~S-CAM4,Caudovirales,Myoviridae,Unassigned,64_25,Clustered,4,VC_64_25,4,0.0366,0.99998253,0.0366,1,1,1,1.0
2681,Synechococcus~phage~S-CAM7,Caudovirales,Myoviridae,Unassigned,64_17,Clustered,2,VC_64_17,2,0.016,0.95757197,0.0153,1,1,1,1.0
2682,Synechococcus~phage~S-CAM8,Caudovirales,Myoviridae,Unassigned,64_8,Clustered,7,VC_64_8,7,0.0649,1.0,0.0649,1,1,1,0.7619
2683,Synechococcus~phage~S-CBP1,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2684,Synechococcus~phage~S-CBP2,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2685,Synechococcus~phage~S-CBP3,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2686,Synechococcus~phage~S-CBP4,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2687,Synechococcus~phage~S-CBP42,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2688,Synechococcus~phage~S-CBS2,Caudovirales,Siphoviridae,Unassigned,688_0,Clustered,2,VC_688_0,2,0.8136,0.87921671,0.7154,1,1,1,1.0
2689,Synechococcus~phage~S-IOM18,Caudovirales,Myoviridae,Unassigned,64_7,Clustered,3,VC_64_7,3,0.0209,0.9969831,0.0208,1,1,1,0.6667
2690,Synechococcus~phage~S-MbCM100,Caudovirales,Myoviridae,Unassigned,64_8,Clustered,7,VC_64_8,7,0.0649,1.0,0.0649,1,1,1,0.7619
2691,Synechococcus~phage~S-RIM2~R1_1999,Caudovirales,Myoviridae,Unassigned,64_8,Clustered,7,VC_64_8,7,0.0649,1.0,0.0649,1,1,1,0.7619
2692,Synechococcus~phage~S-RIM8~A.HR1,Caudovirales,Myoviridae,Unassigned,64_6,Clustered,2,VC_64_6,2,0.0103,0.94310513,0.0097,1,1,1,1.0
2693,Synechococcus~phage~S-RIP1,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2694,Synechococcus~phage~S-RIP2,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2695,Synechococcus~phage~S-SM1,Caudovirales,Myoviridae,Unassigned,64_4,Clustered,3,VC_64_4,3,0.0208,0.9966868,0.0208,1,1,1,0.6667
2696,Synechococcus~phage~S-SSM5,Caudovirales,Myoviridae,Unassigned,64_4,Clustered,3,VC_64_4,3,0.0208,0.9966868,0.0208,1,1,1,0.6667
2697,Synechococcus~phage~metaG-MbCM1,Caudovirales,Myoviridae,Unassigned,64_13,Clustered,2,VC_64_13,2,0.011,0.95276115,0.0105,1,1,1,1.0
2698,Synechococcus~phage~syn9,Caudovirales,Myoviridae,Unassigned,64_7,Clustered,3,VC_64_7,3,0.0209,0.9969831,0.0208,1,1,1,0.6667
2699,Synechococcus~virus~P60,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2700,Synechococcus~virus~Syn5,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
2701,Thermoproteus~tenax~spherical~virus~1,Unassigned,Globuloviridae,Globulovirus,748_0,Clustered,2,VC_748_0,2,1.0,1.0,1.0,1,1,1,1.0
2702,Thermus~phage~TMA,Caudovirales,Myoviridae,Unassigned,756_0,Clustered,2,VC_756_0,2,1.0,1.0,1.0,1,1,1,1.0
2703,Thermus~phage~phiYS40,Caudovirales,Myoviridae,Unassigned,756_0,Clustered,2,VC_756_0,2,1.0,1.0,1.0,1,1,1,1.0
2704,Thermus~virus~IN93,Unassigned,Sphaerolipoviridae,Gammasphaerolipovirus,757_0,Clustered,2,VC_757_0,2,1.0,1.0,1.0,1,1,1,1.0
2705,Thermus~virus~P23-45,Caudovirales,Siphoviridae,P23virus,758_0,Clustered,2,VC_758_0,2,1.0,1.0,1.0,1,1,1,1.0
2706,Thermus~virus~P23-77,Unassigned,Sphaerolipoviridae,Gammasphaerolipovirus,757_0,Clustered,2,VC_757_0,2,1.0,1.0,1.0,1,1,1,1.0
2707,Thermus~virus~P74-26,Caudovirales,Siphoviridae,P23virus,758_0,Clustered,2,VC_758_0,2,1.0,1.0,1.0,1,1,1,1.0
2708,Tsukamurella~phage~TIN2,Caudovirales,Siphoviridae,Tin2virus,720_2,Clustered,5,VC_720_2,5,0.358,0.9999997,0.358,2,1,1,0.8
2709,Tsukamurella~phage~TIN3,Caudovirales,Siphoviridae,Tin2virus,720_2,Clustered,5,VC_720_2,5,0.358,0.9999997,0.358,2,1,1,0.8
2710,Uncultured~phage~WW-nAnB~strain~2,Unassigned,Inoviridae,Unassigned,759_0,Clustered,3,VC_759_0,3,1.0,0.0,0.0,1,1,1,1.0
2711,Uncultured~phage~WW-nAnB~strain~3,Unassigned,Inoviridae,Unassigned,759_0,Clustered,3,VC_759_0,3,1.0,0.0,0.0,1,1,1,1.0
2712,Vibrio~phage~CHOED,Caudovirales,Podoviridae,Unassigned,747_0,Clustered,2,VC_747_0,2,0.7607,0.5,0.3803,1,1,1,1.0
2713,Vibrio~phage~CP-T1,Caudovirales,Myoviridae,Msw3virus,386_0,Clustered,9,VC_386_0,9,0.7964,1.0,0.7964,2,2,2,0.9444
2714,Vibrio~phage~ICP2,Caudovirales,Podoviridae,Unassigned,561_0,Clustered,2,VC_561_0,2,0.5121,0.94071428,0.4817,1,1,1,1.0
2715,Vibrio~phage~ICP2_2013_A_Haiti,Caudovirales,Podoviridae,Unassigned,561_0,Clustered,2,VC_561_0,2,0.5121,0.94071428,0.4817,1,1,1,1.0
2716,Vibrio~phage~ICP3,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2717,Vibrio~phage~J2,Caudovirales,Podoviridae,Vp5virus,760_0,Clustered,5,VC_760_0,5,1.0,1.0,1.0,1,1,1,1.0
2718,Vibrio~phage~JA-1,Caudovirales,Podoviridae,Unassigned,7_0,Clustered,2,VC_7_0,2,0.068,0.95484748,0.0649,1,1,1,1.0
2719,Vibrio~phage~KVP40,Caudovirales,Myoviridae,Schizot4virus,67_0,Clustered,3,VC_67_0,3,0.0257,0.99852479,0.0256,1,1,1,1.0
2720,Vibrio~phage~N4,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2721,Vibrio~phage~QH,Caudovirales,Podoviridae,Vp5virus,760_0,Clustered,5,VC_760_0,5,1.0,1.0,1.0,1,1,1,1.0
2722,Vibrio~phage~SIO-2,Caudovirales,Siphoviridae,Unassigned,320_0,Clustered,2,VC_320_0,2,0.1634,0.93955145,0.1536,1,1,1,1.0
2723,Vibrio~phage~VBM1,Unassigned,Unassigned,Unassigned,76_0,Clustered,2,VC_76_0,2,0.1068,0.887879,0.0948,1,2,2,1.0
2724,Vibrio~phage~VBP32,Caudovirales,Podoviridae,Unassigned,16_0,Clustered,3,VC_16_0,3,0.2124,0.99839763,0.2121,1,1,1,1.0
2725,Vibrio~phage~VBP47,Caudovirales,Podoviridae,Unassigned,16_0,Clustered,3,VC_16_0,3,0.2124,0.99839763,0.2121,1,1,1,1.0
2726,Vibrio~phage~VEJphi,Unassigned,Inoviridae,Fibrovirus,763_0,Clustered,4,VC_763_0,4,0.7703,0.99829738,0.769,1,1,1,1.0
2727,Vibrio~phage~VFJ,Unassigned,Inoviridae,Saetivirus,764_0,Clustered,2,VC_764_0,2,1.0,1.0,1.0,1,1,1,1.0
2728,Vibrio~phage~VGJphi,Unassigned,Inoviridae,Fibrovirus,763_0,Clustered,4,VC_763_0,4,0.7703,0.99829738,0.769,1,1,1,1.0
2729,Vibrio~phage~VHML,Caudovirales,Myoviridae,Vhmlvirus,122_0,Clustered,3,VC_122_0,3,0.2095,0.99837055,0.2091,1,1,1,1.0
2730,Vibrio~phage~VP2,Caudovirales,Podoviridae,Vp5virus,760_0,Clustered,5,VC_760_0,5,1.0,1.0,1.0,1,1,1,1.0
2731,Vibrio~phage~VP5,Caudovirales,Podoviridae,Vp5virus,760_0,Clustered,5,VC_760_0,5,1.0,1.0,1.0,1,1,1,1.0
2732,Vibrio~phage~VP585,Caudovirales,Myoviridae,Vhmlvirus,122_0,Clustered,3,VC_122_0,3,0.2095,0.99837055,0.2091,1,1,1,1.0
2733,Vibrio~phage~VP93,Caudovirales,Podoviridae,Phikmvvirus,43_0,Clustered,17,VC_43_0,17,0.3782,1.0,0.3782,3,1,1,1.0
2734,Vibrio~phage~VPMS1,Caudovirales,Podoviridae,Kf1virus,689_0,Clustered,3,VC_689_0,3,1.0,1.0,1.0,1,1,1,1.0
2735,Vibrio~phage~VPUSM~8,Caudovirales,Myoviridae,Hp1virus,98_0,Clustered,7,VC_98_0,7,0.6161,1.0,0.6161,1,1,1,1.0
2736,Vibrio~phage~VSK,Unassigned,Inoviridae,Fibrovirus,763_0,Clustered,4,VC_763_0,4,0.7703,0.99829738,0.769,1,1,1,1.0
2737,Vibrio~phage~ValKK3,Caudovirales,Myoviridae,Schizot4virus,67_0,Clustered,3,VC_67_0,3,0.0257,0.99852479,0.0256,1,1,1,1.0
2738,Vibrio~phage~VfO3K6,Unassigned,Inoviridae,Unassigned,762_0,Clustered,2,VC_762_0,2,0.5469,0.91237788,0.499,1,1,1,1.0
2739,Vibrio~phage~VfO4K68,Unassigned,Inoviridae,Unassigned,762_0,Clustered,2,VC_762_0,2,0.5469,0.91237788,0.499,1,1,1,1.0
2740,Vibrio~phage~X29,Caudovirales,Myoviridae,Unassigned,119_0,Clustered,4,VC_119_0,4,0.3634,0.99924856,0.3632,1,2,2,1.0
2741,Vibrio~phage~eugene~12A10,Unassigned,Unassigned,Unassigned,88_0,Clustered,2,VC_88_0,2,0.198,0.95569887,0.1893,1,1,1,1.0
2742,Vibrio~phage~fs2,Unassigned,Inoviridae,Saetivirus,764_0,Clustered,2,VC_764_0,2,1.0,1.0,1.0,1,1,1,1.0
2743,Vibrio~phage~helene~12B3,Unassigned,Unassigned,Unassigned,88_0,Clustered,2,VC_88_0,2,0.198,0.95569887,0.1893,1,1,1,1.0
2744,Vibrio~phage~nt-1,Caudovirales,Myoviridae,Schizot4virus,67_0,Clustered,3,VC_67_0,3,0.0257,0.99852479,0.0256,1,1,1,1.0
2745,Vibrio~phage~pVp-1,Caudovirales,Siphoviridae,Unassigned,89_0,Clustered,2,VC_89_0,2,0.0686,0.95350113,0.0654,1,1,1,1.0
2746,Vibrio~phage~pYD21-A,Caudovirales,Siphoviridae,Unassigned,54_1,Clustered,6,VC_54_1,6,0.0957,0.99996182,0.0957,1,3,2,0.6
2747,Vibrio~phage~pYD38-A,Caudovirales,Siphoviridae,Pis4avirus,54_0,Clustered,5,VC_54_0,5,0.2629,0.99999996,0.2629,2,2,2,1.0
2748,Vibrio~phage~phi~1,Caudovirales,Podoviridae,Unassigned,7_0,Clustered,2,VC_7_0,2,0.068,0.95484748,0.0649,1,1,1,1.0
2749,Vibrio~phage~phi~3,Caudovirales,Siphoviridae,Unassigned,89_0,Clustered,2,VC_89_0,2,0.0686,0.95350113,0.0654,1,1,1,1.0
2750,Vibrio~phage~phi-A318,Caudovirales,Podoviridae,Sp6virus,39_0,Clustered,18,VC_39_0,18,0.5808,1.0,0.5808,2,2,2,1.0
2751,Vibrio~phage~phiVC8,Caudovirales,Podoviridae,Vp5virus,760_0,Clustered,5,VC_760_0,5,1.0,1.0,1.0,1,1,1,1.0
2752,Vibrio~phage~vB_VchM-138,Caudovirales,Myoviridae,Msw3virus,386_0,Clustered,9,VC_386_0,9,0.7964,1.0,0.7964,2,2,2,0.9444
2753,Vibrio~phage~vB_VpaM_MAR,Caudovirales,Myoviridae,Vhmlvirus,122_0,Clustered,3,VC_122_0,3,0.2095,0.99837055,0.2091,1,1,1,1.0
2754,Vibrio~virus~K139,Caudovirales,Myoviridae,Hp1virus,98_0,Clustered,7,VC_98_0,7,0.6161,1.0,0.6161,1,1,1,1.0
2755,Vibrio~virus~fs1,Unassigned,Inoviridae,Fibrovirus,763_0,Clustered,4,VC_763_0,4,0.7703,0.99829738,0.769,1,1,1,1.0
2756,Vibriophage~VP4,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2757,Xanthomonas~phage~vB_XveM_DIBBI,Caudovirales,Myoviridae,Unassigned,461_0,Clustered,3,VC_461_0,3,0.0429,0.97609013,0.0418,1,2,2,1.0
2758,Xylella~phage~Paz,Caudovirales,Podoviridae,Pradovirus,48_0,Clustered,10,VC_48_0,10,0.2304,1.0,0.2304,2,1,1,1.0
2759,Xylella~phage~Prado,Caudovirales,Podoviridae,Pradovirus,48_0,Clustered,10,VC_48_0,10,0.2304,1.0,0.2304,2,1,1,1.0
2760,Yersinia~phage~Berlin,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2761,Yersinia~phage~PST,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.1728,1.0,0.1728,1,1,1,1.0
2762,Yersinia~phage~PY54,Caudovirales,Siphoviridae,Unassigned,298_0,Clustered,2,VC_298_0,2,0.118,0.95011726,0.1121,1,1,1,1.0
2763,Yersinia~phage~Yep-phi,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2764,Yersinia~phage~Yepe2,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2765,Yersinia~phage~phi80-18,Caudovirales,Podoviridae,Unassigned,35_0,Clustered,5,VC_35_0,5,0.2207,0.99999997,0.2207,1,1,1,1.0
2766,Yersinia~phage~phiA1122,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2767,Yersinia~phage~phiD1,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.1728,1.0,0.1728,1,1,1,1.0
2768,Yersinia~phage~phiR1-RT,Caudovirales,Myoviridae,Tg1virus,59_18,Clustered,2,VC_59_18,2,0.0061,0.95597412,0.0059,1,1,1,1.0
2769,Yersinia~phage~phiR201,Caudovirales,Siphoviridae,T5virus,492_0,Clustered,14,VC_492_0,14,0.8216,1.0,0.8216,1,1,1,1.0
2770,Yersinia~phage~phiYeO3-12,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2771,Yersinia~phage~vB_YenM_TG1,Caudovirales,Myoviridae,Tg1virus,59_18,Clustered,2,VC_59_18,2,0.0061,0.95597412,0.0059,1,1,1,1.0
2772,Yersinia~phage~vB_YenP_AP10,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2773,Yersinia~phage~vB_YenP_AP5,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
2774,Yersinia~phage~vB_YenP_ISAO8,Caudovirales,Podoviridae,Unassigned,35_0,Clustered,5,VC_35_0,5,0.2207,0.99999997,0.2207,1,1,1,1.0
2775,Yersinia~virus~L413C,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
2776,uncultured~phage~WW-nAnB,Unassigned,Inoviridae,Unassigned,759_0,Clustered,3,VC_759_0,3,1.0,0.0,0.0,1,1,1,1.0
0,Acholeplasma~phage~MV-L1,Unassigned,Inoviridae,Plectrovirus,,Singleton,,,,,,,,,,
1,Acholeplasma~virus~L2,Unassigned,Plasmaviridae,Plasmavirus,,Singleton,,,,,,,,,,
7,Achromobacter~phage~phiAxp-2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
12,Acidianus~filamentous~virus~1,Ligamenvirales,Lipothrixviridae,Gammalipothrixvirus,,Outlier,,,,,,,,,,
13,Acidianus~filamentous~virus~2,Ligamenvirales,Lipothrixviridae,Deltalipothrixvirus,,Outlier,,,,,,,,,,
19,Acidianus~rod-shaped~virus~1,Ligamenvirales,Rudiviridae,Rudivirus,,Outlier,,,,,,,,,,
20,Acidianus~rod-shaped~virus~2,Ligamenvirales,Rudiviridae,Rudivirus,,Outlier,,,,,,,,,,
22,Acidianus~tailed~spindle~virus,Unassigned,Bicaudaviridae,Unassigned,,Outlier,,,,,,,,,,
23,Acidianus~two-tailed~virus,Unassigned,Bicaudaviridae,Bicaudavirus,,Outlier,,,,,,,,,,
25,Acinetobacter~phage~AP205,Unassigned,Leviviridae,Unassigned,,Singleton,,,,,,,,,,
37,Acinetobacter~phage~Presley,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
52,Actinomyces~virus~Av1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
53,Actinoplanes~phage~phiAsp2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
66,Aeromonas~virus~65,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
69,Aeropyrum~globular~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
70,Aeropyrum~pernix~ovoid~virus~1,Unassigned,Guttaviridae,Betaguttavirus,,Singleton,,,,,,,,,,
71,Aeropyrum~pernix~spindle-shaped~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
73,Agrobacterium~phage~7-7-1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
74,Alphaproteobacteria~virus~phiJl001,Caudovirales,Siphoviridae,Yuavirus,,Outlier,,,,,,,,,,
75,Alteromonas~phage~vB_AmaP_AD45-P1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
79,Arthrobacter~phage~Decurro,Caudovirales,Siphoviridae,Decurrovirus,,Outlier,,,,,,,,,,
83,Arthrobacter~phage~vB_ArS-ArV2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
85,Aurantimonas~phage~AmM-1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
1098,Bacillus~phage~BCD7,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1105,Bacillus~phage~BalMu-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1113,Bacillus~phage~BtCS33,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_437/VC_438),,,,,,,,,,
1115,Bacillus~phage~CP-51,Caudovirales,Myoviridae,Cp51virus,,Overlap (VC_179/VC_180),,,,,,,,,,
1131,Bacillus~phage~JL,Caudovirales,Myoviridae,Cp51virus,,Overlap (VC_179/VC_180),,,,,,,,,,
1140,Bacillus~phage~PBC1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1141,Bacillus~phage~PM1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1151,Bacillus~phage~SP-10,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
